PassengerId;Survived;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Cabin;Embarked;Name_type;Name_code;Name_1
356;0;3;Vanden Steen;male;28.0;0;0;345783;9.5;;S; Mr;6; Leo Peter
357;1;1;Bowerman;female;22.0;0;1;113505;55.0;E33;S; Miss;2; Elsie Edith
358;0;2;Funk;female;38.0;0;0;237671;13.0;;S; Miss;2; Annie Clemmer
361;0;3;Skoog;male;40.0;1;4;347088;27.9;;S; Mr;6; Wilhelm
362;0;2;del Carlo;male;29.0;1;0;SC/PARIS 2167;277.208;;C; Mr;6; Sebastiano
363;0;3;Barbara;female;45.0;0;1;2691;144.542;;C; Mrs;8; (Catherine David)
364;0;3;Asim;male;35.0;0;0;SOTON/O.Q. 3101310;7.05;;S; Mr;6; Adola
366;0;3;Adahl;male;30.0;0;0;C 7076;7.25;;S; Mr;6; Mauritz Nils Martin
367;1;1;Warren;female;60.0;1;0;110813;75.25;D37;C; Mrs;8; Frank Manley (Anna Sophia Atkinson)
370;1;1;Aubart;female;24.0;0;0;PC 17477;69.3;B35;C; Mme;4; Leontine Pauline
371;1;1;Harder;male;25.0;1;0;11765;554.417;E50;C; Mr;6; George Achilles
372;0;3;Wiklund;male;18.0;1;0;3101267;64.958;;S; Mr;6; Jakob Alfred
373;0;3;Beavan;male;19.0;0;0;323951;8.05;;S; Mr;6; William Thomas
374;0;1;Ringhini;male;22.0;0;0;PC 17760;1.356.333;;C; Mr;6; Sante
375;0;3;Palsson;female;3.0;3;1;349909;21.075;;S; Miss;2; Stina Viola
377;1;3;Landergren;female;22.0;0;0;C 7077;7.25;;S; Miss;2; Aurora Adelia
378;0;1;Widener;male;27.0;0;2;113503;211.5;C82;C; Mr;6; Harry Elkins
379;0;3;Betros;male;20.0;0;0;2648;40.125;;C; Mr;6; Tannous
380;0;3;Gustafsson;male;19.0;0;0;347069;7.775;;S; Mr;6; Karl Gideon
381;1;1;Bidois;female;42.0;0;0;PC 17757;227.525;;C; Miss;2; Rosalie
382;1;3;Nakid;female;1.0;0;2;2653;157.417;;C; Miss;2;" Maria (""Mary"")"
383;0;3;Tikkanen;male;32.0;0;0;STON/O 2. 3101293;7.925;;S; Mr;6; Juho
384;1;1;Holverson;female;35.0;1;0;113789;52.0;;S; Mrs;8; Alexander Oskar (Mary Aline Towner)
386;0;2;Davies;male;18.0;0;0;S.O.C. 14879;73.5;;S; Mr;6; Charles Henry
387;0;3;Goodwin;male;1.0;5;2;CA 2144;46.9;;S; Master;1; Sidney Leonard
388;1;2;Buss;female;36.0;0;0;27849;13.0;;S; Miss;2; Kate
390;1;2;Lehmann;female;17.0;0;0;SC 1748;12.0;;C; Miss;2; Bertha
391;1;1;Carter;male;36.0;1;2;113760;120.0;B96 B98;S; Mr;6; William Ernest
392;1;3;Jansson;male;21.0;0;0;350034;77.958;;S; Mr;6; Carl Olof
393;0;3;Gustafsson;male;28.0;2;0;3101277;7.925;;S; Mr;6; Johan Birger
394;1;1;Newell;female;23.0;1;0;35273;113.275;D36;C; Miss;2; Marjorie
395;1;3;Sandstrom;female;24.0;0;2;PP 9549;16.7;G6;S; Mrs;8; Hjalmar (Agnes Charlotta Bengtsson)
396;0;3;Johansson;male;22.0;0;0;350052;77.958;;S; Mr;6; Erik
397;0;3;Olsson;female;31.0;0;0;350407;78.542;;S; Miss;2; Elina
398;0;2;McKane;male;46.0;0;0;28403;26.0;;S; Mr;6; Peter David
399;0;2;Pain;male;23.0;0;0;244278;10.5;;S; Dr;11; Alfred
400;1;2;Trout;female;28.0;0;0;240929;12.65;;S; Mrs;8; William H (Jessie L)
401;1;3;Niskanen;male;39.0;0;0;STON/O 2. 3101289;7.925;;S; Mr;6; Juha
402;0;3;Adams;male;26.0;0;0;341826;8.05;;S; Mr;6; John
403;0;3;Jussila;female;21.0;1;0;4137;9.825;;S; Miss;2; Mari Aina
404;0;3;Hakkarainen;male;28.0;1;0;STON/O2. 3101279;15.85;;S; Mr;6; Pekka Pietari
405;0;3;Oreskovic;female;20.0;0;0;315096;86.625;;S; Miss;2; Marija
406;0;2;Gale;male;34.0;1;0;28664;21.0;;S; Mr;6; Shadrach
407;0;3;Widegren;male;51.0;0;0;347064;7.75;;S; Mr;6; Carl/Charles Peter
408;1;2;Richards;male;3.0;1;1;29106;18.75;;S; Master;1; William Rowe
409;0;3;Birkeland;male;21.0;0;0;312992;7.775;;S; Mr;6; Hans Martin Monsen
413;1;1;Minahan;female;33.0;1;0;19928;90.0;C78;Q; Miss;2; Daisy E
415;1;3;Sundman;male;44.0;0;0;STON/O 2. 3101269;7.925;;S; Mr;6; Johan Julian
417;1;2;Drew;female;34.0;1;1;28220;32.5;;S; Mrs;8; James Vivian (Lulu Thorne Christian)
418;1;2;Silven;female;18.0;0;2;250652;13.0;;S; Miss;2; Lyyli Karoliina
419;0;2;Matthews;male;30.0;0;0;28228;13.0;;S; Mr;6; William John
420;0;3;Van Impe;female;10.0;0;2;345773;24.15;;S; Miss;2; Catharina
422;0;3;Charters;male;21.0;0;0;A/5. 13032;77.333;;Q; Mr;6; David
423;0;3;Zimmerman;male;29.0;0;0;315082;7.875;;S; Mr;6; Leo
424;0;3;Danbom;female;28.0;1;1;347080;14.4;;S; Mrs;8; Ernst Gilbert (Anna Sigrid Maria Brogren)
425;0;3;Rosblom;male;18.0;1;1;370129;202.125;;S; Mr;6; Viktor Richard
427;1;2;Clarke;female;28.0;1;0;2003;26.0;;S; Mrs;8; Charles V (Ada Maria Winfield)
428;1;2;Phillips;female;19.0;0;0;250655;26.0;;S; Miss;2;" Kate Florence (""Mrs Kate Louise Phillips Marshall"")"
430;1;3;Pickard;male;32.0;0;0;SOTON/O.Q. 392078;8.05;E10;S; Mr;6; Berk (Berk Trembisky)
431;1;1;Bjornstrom-Steffansson;male;28.0;0;0;110564;26.55;C52;S; Mr;6; Mauritz Hakan
433;1;2;Louch;female;42.0;1;0;SC/AH 3085;26.0;;S; Mrs;8; Charles Alexander (Alice Adelaide Slow)
434;0;3;Kallio;male;17.0;0;0;STON/O 2. 3101274;7.125;;S; Mr;6; Nikolai Erland
435;0;1;Silvey;male;50.0;1;0;13507;55.9;E44;S; Mr;6; William Baird
436;1;1;Carter;female;14.0;1;2;113760;120.0;B96 B98;S; Miss;2; Lucile Polk
437;0;3;Ford;female;21.0;2;2;W./C. 6608;34.375;;S; Miss;2;" Doolina Margaret ""Daisy"""
438;1;2;Richards;female;24.0;2;3;29106;18.75;;S; Mrs;8; Sidney (Emily Hocking)
439;0;1;Fortune;male;64.0;1;4;19950;263.0;C23 C25 C27;S; Mr;6; Mark
440;0;2;Kvillner;male;31.0;0;0;C.A. 18723;10.5;;S; Mr;6; Johan Henrik Johannesson
441;1;2;Hart;female;45.0;1;1;F.C.C. 13529;26.25;;S; Mrs;8; Benjamin (Esther Ada Bloomfield)
442;0;3;Hampe;male;20.0;0;0;345769;9.5;;S; Mr;6; Leon
443;0;3;Petterson;male;25.0;1;0;347076;7.775;;S; Mr;6; Johan Emil
444;1;2;Reynaldo;female;28.0;0;0;230434;13.0;;S; Ms;5; Encarnacion
446;1;1;Dodge;male;4.0;0;2;33638;818.583;A34;S; Master;1; Washington
447;1;2;Mellinger;female;13.0;0;1;250644;19.5;;S; Miss;2; Madeleine Violet
448;1;1;Seward;male;34.0;0;0;113794;26.55;;S; Mr;6; Frederic Kimber
449;1;3;Baclini;female;5.0;2;1;2666;192.583;;C; Miss;2; Marie Catherine
450;1;1;Peuchen;male;52.0;0;0;113786;30.5;C104;S; Major;14; Arthur Godfrey
451;0;2;West;male;36.0;1;2;C.A. 34651;27.75;;S; Mr;6; Edwy Arthur
453;0;1;Foreman;male;30.0;0;0;113051;27.75;C111;C; Mr;6; Benjamin Laventall
454;1;1;Goldenberg;male;49.0;1;0;17453;891.042;C92;C; Mr;6; Samuel L
456;1;3;Jalsevac;male;29.0;0;0;349240;78.958;;C; Mr;6; Ivan
457;0;1;Millet;male;65.0;0;0;13509;26.55;E38;S; Mr;6; Francis Davis
459;1;2;Toomey;female;50.0;0;0;F.C.C. 13531;10.5;;S; Miss;2; Ellen
461;1;1;Anderson;male;48.0;0;0;19952;26.55;E12;S; Mr;6; Harry
462;0;3;Morley;male;34.0;0;0;364506;8.05;;S; Mr;6; William
463;0;1;Gee;male;47.0;0;0;111320;38.5;E63;S; Mr;6; Arthur H
464;0;2;Milling;male;48.0;0;0;234360;13.0;;S; Mr;6; Jacob Christian
466;0;3;Goncalves;male;38.0;0;0;SOTON/O.Q. 3101306;7.05;;S; Mr;6; Manuel Estanslas
468;0;1;Smart;male;56.0;0;0;113792;26.55;;S; Mr;6; John Montgomery
470;1;3;Baclini;female;0.75;2;1;2666;192.583;;C; Miss;2; Helene Barbara
472;0;3;Cacic;male;38.0;0;0;315089;86.625;;S; Mr;6; Luka
473;1;2;West;female;33.0;1;2;C.A. 34651;27.75;;S; Mrs;8; Edwy Arthur (Ada Mary Worth)
474;1;2;Jerwan;female;23.0;0;0;SC/AH Basle 541;137.917;D;C; Mrs;8; Amin S (Marie Marthe Thuillard)
475;0;3;Strandberg;female;22.0;0;0;7553;98.375;;S; Miss;2; Ida Sofia
477;0;2;Renouf;male;34.0;1;0;31027;21.0;;S; Mr;6; Peter Henry
478;0;3;Braund;male;29.0;1;0;3460;70.458;;S; Mr;6; Lewis Richard
479;0;3;Karlsson;male;22.0;0;0;350060;75.208;;S; Mr;6; Nils August
480;1;3;Hirvonen;female;2.0;0;1;3101298;122.875;;S; Miss;2; Hildur E
481;0;3;Goodwin;male;9.0;5;2;CA 2144;46.9;;S; Master;1; Harold Victor
483;0;3;Rouse;male;50.0;0;0;A/5 3594;8.05;;S; Mr;6; Richard Henry
484;1;3;Turkula;female;63.0;0;0;4134;95.875;;S; Mrs;8; (Hedwig)
485;1;1;Bishop;male;25.0;1;0;11967;910.792;B49;C; Mr;6; Dickinson H
487;1;1;Hoyt;female;35.0;1;0;19943;90.0;C93;S; Mrs;8; Frederick Maxfield (Jane Anne Forby)
488;0;1;Kent;male;58.0;0;0;11771;29.7;B37;C; Mr;6; Edward Austin
489;0;3;Somerton;male;30.0;0;0;A.5. 18509;8.05;;S; Mr;6; Francis William
490;1;3;Coutts;male;9.0;1;1;C.A. 37671;15.9;;S; Master;1;" Eden Leslie ""Neville"""
492;0;3;Windelov;male;21.0;0;0;SOTON/OQ 3101317;7.25;;S; Mr;6; Einar
493;0;1;Molson;male;55.0;0;0;113787;30.5;C30;S; Mr;6; Harry Markland
494;0;1;Artagaveytia;male;71.0;0;0;PC 17609;495.042;;C; Mr;6; Ramon
495;0;3;Stanley;male;21.0;0;0;A/4 45380;8.05;;S; Mr;6; Edward Roland
497;1;1;Eustis;female;54.0;1;0;36947;782.667;D20;C; Miss;2; Elizabeth Mussey
499;0;1;Allison;female;25.0;1;2;113781;151.55;C22 C26;S; Mrs;8; Hudson J C (Bessie Waldo Daniels)
500;0;3;Svensson;male;24.0;0;0;350035;77.958;;S; Mr;6; Olof
501;0;3;Calic;male;17.0;0;0;315086;86.625;;S; Mr;6; Petar
502;0;3;Canavan;female;21.0;0;0;364846;7.75;;Q; Miss;2; Mary
504;0;3;Laitinen;female;37.0;0;0;4135;95.875;;S; Miss;2; Kristina Sofia
505;1;1;Maioni;female;16.0;0;0;110152;86.5;B79;S; Miss;2; Roberta
506;0;1;Penasco y Castellana;male;18.0;1;0;PC 17758;108.9;C65;C; Mr;6; Victor de Satode
507;1;2;Quick;female;33.0;0;2;26360;26.0;;S; Mrs;8; Frederick Charles (Jane Richards)
509;0;3;Olsen;male;28.0;0;0;C 4001;22.525;;S; Mr;6; Henry Margido
510;1;3;Lang;male;26.0;0;0;1601;564.958;;S; Mr;6; Fang
511;1;3;Daly;male;29.0;0;0;382651;7.75;;Q; Mr;6; Eugene Patrick
513;1;1;McGough;male;36.0;0;0;PC 17473;262.875;E25;S; Mr;6; James Robert
514;1;1;Rothschild;female;54.0;1;0;PC 17603;59.4;;C; Mrs;8; Martin (Elizabeth L
515;0;3;Coleff;male;24.0;0;0;349209;74.958;;S; Mr;6; Satio
516;0;1;Walker;male;47.0;0;0;36967;340.208;D46;S; Mr;6; William Anderson
517;1;2;Lemore;female;34.0;0;0;C.A. 34260;10.5;F33;S; Mrs;8; (Amelia Milley)
519;1;2;Angle;female;36.0;1;0;226875;26.0;;S; Mrs;8;" William A (Florence ""Mary"" Agnes Hughes)"
520;0;3;Pavlovic;male;32.0;0;0;349242;78.958;;S; Mr;6; Stefo
521;1;1;Perreault;female;30.0;0;0;12749;93.5;B73;S; Miss;2; Anne
522;0;3;Vovk;male;22.0;0;0;349252;78.958;;S; Mr;6; Janko
524;1;1;Hippach;female;44.0;0;1;111361;579.792;B18;C; Mrs;8; Louis Albert (Ida Sophia Fischer)
526;0;3;Farrell;male;40.5;0;0;367232;7.75;;Q; Mr;6; James
527;1;2;Ridsdale;female;50.0;0;0;W./C. 14258;10.5;;S; Miss;2; Lucy
529;0;3;Salonen;male;39.0;0;0;3101296;7.925;;S; Mr;6; Johan Werner
530;0;2;Hocking;male;23.0;2;1;29104;11.5;;S; Mr;6; Richard George
531;1;2;Quick;female;2.0;1;1;26360;26.0;;S; Miss;2; Phyllis May
533;0;3;Elias;male;17.0;1;1;2690;72.292;;C; Mr;6; Joseph Jr
535;0;3;Cacic;female;30.0;0;0;315084;86.625;;S; Miss;2; Marija
536;1;2;Hart;female;7.0;0;2;F.C.C. 13529;26.25;;S; Miss;2; Eva Miriam
537;0;1;Butt;male;45.0;0;0;113050;26.55;B38;S; Major;14; Archibald Willingham
538;1;1;LeRoy;female;30.0;0;0;PC 17761;106.425;;C; Miss;2; Bertha
540;1;1;Frolicher;female;22.0;0;2;13568;49.5;B39;C; Miss;2; Hedwig Margaritha
541;1;1;Crosby;female;36.0;0;2;WE/P 5735;71.0;B22;S; Miss;2; Harriet R
542;0;3;Andersson;female;9.0;4;2;347082;31.275;;S; Miss;2; Ingeborg Constanzia
543;0;3;Andersson;female;11.0;4;2;347082;31.275;;S; Miss;2; Sigrid Elisabeth
544;1;2;Beane;male;32.0;1;0;2908;26.0;;S; Mr;6; Edward
545;0;1;Douglas;male;50.0;1;0;PC 17761;106.425;C86;C; Mr;6; Walter Donald
546;0;1;Nicholson;male;64.0;0;0;693;26.0;;S; Mr;6; Arthur Ernest
547;1;2;Beane;female;19.0;1;0;2908;26.0;;S; Mrs;8; Edward (Ethel Clarke)
549;0;3;Goldsmith;male;33.0;1;1;363291;20.525;;S; Mr;6; Frank John
550;1;2;Davies;male;8.0;1;1;C.A. 33112;36.75;;S; Master;1; John Morgan Jr
551;1;1;Thayer;male;17.0;0;2;17421;1.108.833;C70;C; Mr;6; John Borland Jr
552;0;2;Sharp;male;27.0;0;0;244358;26.0;;S; Mr;6; Percival James R
554;1;3;Leeni;male;22.0;0;0;2620;7.225;;C; Mr;6;" Fahim (""Philip Zenni"")"
555;1;3;Ohman;female;22.0;0;0;347085;7.775;;S; Miss;2; Velin
556;0;1;Wright;male;62.0;0;0;113807;26.55;;S; Mr;6; George
557;1;1;Duff Gordon;female;48.0;1;0;11755;39.6;A16;C; Lady;13;" (Lucille Christiana Sutherland) (""Mrs Morgan"")"
559;1;1;Taussig;female;39.0;1;1;110413;79.65;E67;S; Mrs;8; Emil (Tillie Mandelbaum)
560;1;3;de Messemaeker;female;36.0;1;0;345572;17.4;;S; Mrs;8; Guillaume Joseph (Emma)
562;0;3;Sivic;male;40.0;0;0;349251;78.958;;S; Mr;6; Husein
563;0;2;Norman;male;28.0;0;0;218629;13.5;;S; Mr;6; Robert Douglas
566;0;3;Davies;male;24.0;2;0;A/4 48871;24.15;;S; Mr;6; Alfred J
567;0;3;Stoytcheff;male;19.0;0;0;349205;78.958;;S; Mr;6; Ilia
568;0;3;Palsson;female;29.0;0;4;349909;21.075;;S; Mrs;8; Nils (Alma Cornelia Berglund)
570;1;3;Jonsson;male;32.0;0;0;350417;78.542;;S; Mr;6; Carl
571;1;2;Harris;male;62.0;0;0;S.W./PP 752;10.5;;S; Mr;6; George
572;1;1;Appleton;female;53.0;2;0;11769;514.792;C101;S; Mrs;8; Edward Dale (Charlotte Lamson)
573;1;1;Flynn;male;36.0;0;0;PC 17474;263.875;E25;S; Mr;6;" John Irwin (""Irving"")"
575;0;3;Rush;male;16.0;0;0;A/4. 20589;8.05;;S; Mr;6; Alfred George John
576;0;3;Patchett;male;19.0;0;0;358585;14.5;;S; Mr;6; George
577;1;2;Garside;female;34.0;0;0;243880;13.0;;S; Miss;2; Ethel
578;1;1;Silvey;female;39.0;1;0;13507;55.9;E44;S; Mrs;8; William Baird (Alice Munger)
580;1;3;Jussila;male;32.0;0;0;STON/O 2. 3101286;7.925;;S; Mr;6; Eiriik
581;1;2;Christy;female;25.0;1;1;237789;30.0;;S; Miss;2; Julie Rachel
582;1;1;Thayer;female;39.0;1;1;17421;1.108.833;C68;C; Mrs;8; John Borland (Marian Longstreth Morris)
583;0;2;Downton;male;54.0;0;0;28403;26.0;;S; Mr;6; William James
584;0;1;Ross;male;36.0;0;0;13049;40.125;A10;C; Mr;6; John Hugo
586;1;1;Taussig;female;18.0;0;2;110413;79.65;E68;S; Miss;2; Ruth
587;0;2;Jarvis;male;47.0;0;0;237565;15.0;;S; Mr;6; John Denzil
588;1;1;Frolicher-Stehli;male;60.0;1;1;13567;79.2;B41;C; Mr;6; Maxmillian
589;0;3;Gilinski;male;22.0;0;0;14973;8.05;;S; Mr;6; Eliezer
591;0;3;Rintamaki;male;35.0;0;0;STON/O 2. 3101273;7.125;;S; Mr;6; Matti
592;1;1;Stephenson;female;52.0;1;0;36947;782.667;D20;C; Mrs;8; Walter Bertram (Martha Eustis)
593;0;3;Elsbury;male;47.0;0;0;A/5 3902;7.25;;S; Mr;6; William James
595;0;2;Chapman;male;37.0;1;0;SC/AH 29037;26.0;;S; Mr;6; John Henry
596;0;3;Van Impe;male;36.0;1;1;345773;24.15;;S; Mr;6; Jean Baptiste
598;0;3;Johnson;male;49.0;0;0;LINE;0.0;;S; Mr;6; Alfred
600;1;1;Duff Gordon;male;49.0;1;0;PC 17485;569.292;A20;C; Sir;15;" Cosmo Edmund (""Mr Morgan"")"
601;1;2;Jacobsohn;female;24.0;2;1;243847;27.0;;S; Mrs;8; Sidney Samuel (Amy Frances Christy)
604;0;3;Torber;male;44.0;0;0;364511;8.05;;S; Mr;6; Ernst William
605;1;1;Homer;male;35.0;0;0;111426;26.55;;C; Mr;6;" Harry (""Mr E Haven"")"
606;0;3;Lindell;male;36.0;1;0;349910;15.55;;S; Mr;6; Edvard Bengtsson
607;0;3;Karaic;male;30.0;0;0;349246;78.958;;S; Mr;6; Milan
608;1;1;Daniel;male;27.0;0;0;113804;30.5;;S; Mr;6; Robert Williams
609;1;2;Laroche;female;22.0;1;2;SC/Paris 2123;415.792;;C; Mrs;8; Joseph (Juliette Marie Louise Lafargue)
610;1;1;Shutes;female;40.0;0;0;PC 17582;1.534.625;C125;S; Miss;2; Elizabeth W
611;0;3;Andersson;female;39.0;1;5;347082;31.275;;S; Mrs;8; Anders Johan (Alfrida Konstantia Brogren)
615;0;3;Brocklebank;male;35.0;0;0;364512;8.05;;S; Mr;6; William Alfred
616;1;2;Herman;female;24.0;1;2;220845;65.0;;S; Miss;2; Alice
617;0;3;Danbom;male;34.0;1;1;347080;14.4;;S; Mr;6; Ernst Gilbert
618;0;3;Lobb;female;26.0;1;0;A/5. 3336;16.1;;S; Mrs;8; William Arthur (Cordelia K Stanlick)
619;1;2;Becker;female;4.0;2;1;230136;39.0;F4;S; Miss;2; Marion Louise
620;0;2;Gavey;male;26.0;0;0;31028;10.5;;S; Mr;6; Lawrence
621;0;3;Yasbeck;male;27.0;1;0;2659;144.542;;C; Mr;6; Antoni
622;1;1;Kimball;male;42.0;1;0;11753;525.542;D19;S; Mr;6; Edwin Nelson Jr
623;1;3;Nakid;male;20.0;1;1;2653;157.417;;C; Mr;6; Sahid
624;0;3;Hansen;male;21.0;0;0;350029;78.542;;S; Mr;6; Henry Damsgaard
625;0;3;Bowen;male;21.0;0;0;54636;16.1;;S; Mr;6;" David John ""Dai"""
626;0;1;Sutton;male;61.0;0;0;36963;323.208;D50;S; Mr;6; Frederick
627;0;2;Kirkland;male;57.0;0;0;219533;12.35;;Q; Rev;12; Charles Leonard
628;1;1;Longley;female;21.0;0;0;13502;779.583;D9;S; Miss;2; Gretchen Fiske
629;0;3;Bostandyeff;male;26.0;0;0;349224;78.958;;S; Mr;6; Guentcho
631;1;1;Barkworth;male;80.0;0;0;27042;30.0;A23;S; Mr;6; Algernon Henry Wilson
632;0;3;Lundahl;male;51.0;0;0;347743;70.542;;S; Mr;6; Johan Svensson
633;1;1;Stahelin-Maeglin;male;32.0;0;0;13214;30.5;B50;C; Dr;11; Max
635;0;3;Skoog;female;9.0;3;2;347088;27.9;;S; Miss;2; Mabel
636;1;2;Davis;female;28.0;0;0;237668;13.0;;S; Miss;2; Mary
637;0;3;Leinonen;male;32.0;0;0;STON/O 2. 3101292;7.925;;S; Mr;6; Antti Gustaf
638;0;2;Collyer;male;31.0;1;1;C.A. 31921;26.25;;S; Mr;6; Harvey
639;0;3;Panula;female;41.0;0;5;3101295;396.875;;S; Mrs;8; Juha (Maria Emilia Ojala)
641;0;3;Jensen;male;20.0;0;0;350050;78.542;;S; Mr;6; Hans Peder
642;1;1;Sagesser;female;24.0;0;0;PC 17477;69.3;B35;C; Mlle;3; Emma
643;0;3;Skoog;female;2.0;3;2;347088;27.9;;S; Miss;2; Margit Elizabeth
645;1;3;Baclini;female;0.75;2;1;2666;192.583;;C; Miss;2; Eugenie
646;1;1;Harper;male;48.0;1;0;PC 17572;767.292;D33;C; Mr;6; Henry Sleeper
647;0;3;Cor;male;19.0;0;0;349231;78.958;;S; Mr;6; Liudevit
648;1;1;Simonius-Blumer;male;56.0;0;0;13213;35.5;A26;C; Col;16; Oberst Alfons
650;1;3;Stanley;female;23.0;0;0;CA. 2314;7.55;;S; Miss;2; Amy Zillah Elsie
652;1;2;Doling;female;18.0;0;1;231919;23.0;;S; Miss;2; Elsie
653;0;3;Kalvik;male;21.0;0;0;8475;84.333;;S; Mr;6; Johannes Halvorsen
655;0;3;Hegarty;female;18.0;0;0;365226;6.75;;Q; Miss;2;" Hanora ""Nora"""
656;0;2;Hickman;male;24.0;2;0;S.O.C. 14879;73.5;;S; Mr;6; Leonard Mark
658;0;3;Bourke;female;32.0;1;1;364849;15.5;;Q; Mrs;8; John (Catherine)
659;0;2;Eitemiller;male;23.0;0;0;29751;13.0;;S; Mr;6; George Floyd
660;0;1;Newell;male;58.0;0;2;35273;113.275;D48;C; Mr;6; Arthur Webster
661;1;1;Frauenthal;male;50.0;2;0;PC 17611;133.65;;S; Dr;11; Henry William
662;0;3;Badt;male;40.0;0;0;2623;7.225;;C; Mr;6; Mohamed
663;0;1;Colley;male;47.0;0;0;5727;255.875;E58;S; Mr;6; Edward Pomeroy
664;0;3;Coleff;male;36.0;0;0;349210;74.958;;S; Mr;6; Peju
665;1;3;Lindqvist;male;20.0;1;0;STON/O 2. 3101285;7.925;;S; Mr;6; Eino William
666;0;2;Hickman;male;32.0;2;0;S.O.C. 14879;73.5;;S; Mr;6; Lewis
667;0;2;Butler;male;25.0;0;0;234686;13.0;;S; Mr;6; Reginald Fenton
669;0;3;Cook;male;43.0;0;0;A/5 3536;8.05;;S; Mr;6; Jacob
671;1;2;Brown;female;40.0;1;1;29750;39.0;;S; Mrs;8; Thomas William Solomon (Elizabeth Catherine Ford)
672;0;1;Davidson;male;31.0;1;0;F.C. 12750;52.0;B71;S; Mr;6; Thornton
673;0;2;Mitchell;male;70.0;0;0;C.A. 24580;10.5;;S; Mr;6; Henry Michael
674;1;2;Wilhelms;male;31.0;0;0;244270;13.0;;S; Mr;6; Charles
676;0;3;Edvardsson;male;18.0;0;0;349912;7.775;;S; Mr;6; Gustaf Hjalmar
677;0;3;Sawyer;male;24.5;0;0;342826;8.05;;S; Mr;6; Frederick Charles
678;1;3;Turja;female;18.0;0;0;4138;98.417;;S; Miss;2; Anna Sofia
679;0;3;Goodwin;female;43.0;1;6;CA 2144;46.9;;S; Mrs;8; Frederick (Augusta Tyler)
680;1;1;Cardeza;male;36.0;0;1;PC 17755;5.123.292;B51 B53 B55;C; Mr;6; Thomas Drake Martinez
682;1;1;Hassab;male;27.0;0;0;PC 17572;767.292;D49;C; Mr;6; Hammad
683;0;3;Olsvigen;male;20.0;0;0;6563;9.225;;S; Mr;6; Thor Anderson
684;0;3;Goodwin;male;14.0;5;2;CA 2144;46.9;;S; Mr;6; Charles Edward
685;0;2;Brown;male;60.0;1;1;29750;39.0;;S; Mr;6; Thomas William Solomon
686;0;2;Laroche;male;25.0;1;2;SC/Paris 2123;415.792;;C; Mr;6; Joseph Philippe Lemercier
687;0;3;Panula;male;14.0;4;1;3101295;396.875;;S; Mr;6; Jaako Arnold
688;0;3;Dakic;male;19.0;0;0;349228;101.708;;S; Mr;6; Branko
689;0;3;Fischer;male;18.0;0;0;350036;77.958;;S; Mr;6; Eberhard Thelander
690;1;1;Madill;female;15.0;0;1;24160;2.113.375;B5;S; Miss;2; Georgette Alexandra
691;1;1;Dick;male;31.0;1;0;17474;57.0;B20;S; Mr;6; Albert Adrian
692;1;3;Karun;female;4.0;0;1;349256;134.167;;C; Miss;2; Manca
694;0;3;Saad;male;25.0;0;0;2672;7.225;;C; Mr;6; Khalil
695;0;1;Weir;male;60.0;0;0;113800;26.55;;S; Col;16; John
696;0;2;Chapman;male;52.0;0;0;248731;13.5;;S; Mr;6; Charles Henry
697;0;3;Kelly;male;44.0;0;0;363592;8.05;;S; Mr;6; James
699;0;1;Thayer;male;49.0;1;1;17421;1.108.833;C68;C; Mr;6; John Borland
700;0;3;Humblen;male;42.0;0;0;348121;7.65;F G63;S; Mr;6; Adolf Mathias Nicolai Olsen
701;1;1;Astor;female;18.0;1;0;PC 17757;227.525;C62 C64;C; Mrs;8; John Jacob (Madeleine Talmadge Force)
702;1;1;Silverthorne;male;35.0;0;0;PC 17475;262.875;E24;S; Mr;6; Spencer Victor
703;0;3;Barbara;female;18.0;0;1;2691;144.542;;C; Miss;2; Saiide
704;0;3;Gallagher;male;25.0;0;0;36864;77.417;;Q; Mr;6; Martin
705;0;3;Hansen;male;26.0;1;0;350025;78.542;;S; Mr;6; Henrik Juul
706;0;2;Morley;male;39.0;0;0;250655;26.0;;S; Mr;6;" Henry Samuel (""Mr Henry Marshall"")"
707;1;2;Kelly;female;45.0;0;0;223596;13.5;;S; Mrs;8;" Florence ""Fannie"""
708;1;1;Calderhead;male;42.0;0;0;PC 17476;262.875;E24;S; Mr;6; Edward Pennington
709;1;1;Cleaver;female;22.0;0;0;113781;151.55;;S; Miss;2; Alice
711;1;1;Mayne;female;24.0;0;0;PC 17482;495.042;C90;C; Mlle;3;" Berthe Antonine (""Mrs de Villiers"")"
713;1;1;Taylor;male;48.0;1;0;19996;52.0;C126;S; Mr;6; Elmer Zebley
714;0;3;Larsson;male;29.0;0;0;7545;94.833;;S; Mr;6; August Viktor
715;0;2;Greenberg;male;52.0;0;0;250647;13.0;;S; Mr;6; Samuel
716;0;3;Soholt;male;19.0;0;0;348124;7.65;F G73;S; Mr;6; Peter Andreas Lauritz Andersen
717;1;1;Endres;female;38.0;0;0;PC 17757;227.525;C45;C; Miss;2; Caroline Louise
718;1;2;Troutt;female;27.0;0;0;34218;10.5;E101;S; Miss;2;" Edwina Celia ""Winnie"""
720;0;3;Johnson;male;33.0;0;0;347062;7.775;;S; Mr;6; Malkolm Joackim
721;1;2;Harper;female;6.0;0;1;248727;33.0;;S; Miss;2;" Annie Jessie ""Nina"""
